24.58139534883721,217.97674418604652,21,215,29,222,0.9596574306488037
24.41025641025641,236.0,21,233,28,240,0.9226955771446228
24.666666666666668,67.5,22,65,28,71,0.9375133514404297
24.586206896551722,310.7241379310345,22,308,28,314,0.9102219939231873
25.27777777777778,405.77777777777777,22,403,29,410,0.9159985184669495
25.633333333333333,141.63333333333333,23,139,29,145,0.9453160762786865
25.608695652173914,161.47826086956522,23,159,29,165,0.9048529863357544
25.0,180.5,23,178,28,184,0.9332515001296997
25.83783783783784,199.59459459459458,23,197,30,204,0.9430789947509766
26.096774193548388,254.32258064516128,23,252,30,258,0.8673059344291687
25.586206896551722,291.7241379310345,23,289,29,295,0.9252398014068604
25.09090909090909,329.09090909090907,23,327,28,332,0.936745822429657
26.06451612903226,387.1290322580645,23,384,30,391,0.9490514397621155
25.214285714285715,425.5,23,423,29,429,0.8993868231773376
25.322580645161292,442.9032258064516,23,440,29,447,0.9553115963935852
25.5,462.0,23,460,29,465,0.7543207406997681
25.17391304347826,480.4347826086956,23,478,28,484,0.7770788669586182
26.1,28.95,24,27,29,32,0.8593531250953674
26.291666666666668,48.0,24,46,30,51,0.9029651284217834
26.0,86.0,24,84,29,89,0.915372908115387
26.366666666666667,104.36666666666666,24,102,30,108,0.9410954117774963
25.842105263157894,123.15789473684211,24,121,29,126,0.39119046926498413
26.416666666666668,273.0,24,270,30,277,0.9538891911506653
25.96,348.6,24,346,29,352,0.9189833402633667
26.0,368.7083333333333,24,366,29,372,0.8020181059837341
26.2,499.24,24,497,29,503,0.9258958101272583
26.266666666666666,9.333333333333334,25,7,29,12,0.8853732347488403
59.24324324324324,187.75675675675674,56,185,63,192,0.9460622072219849
59.18421052631579,206.31578947368422,56,203,63,210,0.9461270570755005
59.22857142857143,468.57142857142856,56,466,63,472,0.8372034430503845
60.1764705882353,94.52941176470588,57,92,64,98,0.9060087203979492
59.535714285714285,131.64285714285714,57,129,63,135,0.5856671333312988
59.54054054054054,150.0810810810811,57,147,63,154,0.9374040961265564
59.53333333333333,169.36666666666667,57,167,63,173,0.8447795510292053
59.77777777777778,223.66666666666666,57,221,64,228,0.9151934385299683
59.541666666666664,299.0416666666667,57,297,63,302,0.5460712909698486
59.303030303030305,317.90909090909093,57,315,63,322,0.948247492313385
60.22222222222222,375.6666666666667,57,373,64,380,0.8970950841903687
60.05263157894737,393.07894736842104,57,390,64,397,0.9423989057540894
59.5,411.5,57,409,63,415,0.9354156851768494
60.075,431.2,57,428,64,435,0.9462499022483826
59.666666666666664,449.875,57,448,63,453,0.9054504632949829
59.925,487.8,57,485,64,492,0.9533304572105408
60.0,37.0,58,35,63,40,0.8524909615516663
60.303030303030305,57.09090909090909,58,54,64,61,0.9480090141296387
60.65384615384615,74.34615384615384,58,72,64,78,0.9076504111289978
60.41935483870968,111.54838709677419,58,109,64,115,0.9109050035476685
60.35294117647059,242.1764705882353,58,239,64,246,0.898719310760498
60.675,261.375,58,258,65,266,0.9436706900596619
60.5,281.0,58,279,64,284,0.9158835411071777
60.0,338.0,58,336,63,341,0.8719581365585327
60.935483870967744,356.5806451612903,58,354,65,360,0.9171612858772278
60.0,506.14285714285717,58,504,63,509,0.39854612946510315
60.0,0.0,59,0,62,1,0.4442756772041321
60.75,16.75,59,15,64,20,0.9346063137054443
92.5609756097561,174.73170731707316,89,172,97,179,0.951023280620575
92.125,211.35416666666666,89,208,96,216,0.933586835861206
93.5,98.95238095238095,90,96,98,103,0.9508375525474548
92.5,118.0,90,115,96,122,0.9536589980125427
93.0,137.0,90,134,97,141,0.9545108079910278
92.94736842105263,155.92105263157896,90,153,97,160,0.9290618896484375
92.5,193.0,90,190,96,197,0.9125432372093201
93.0,230.0,90,227,97,234,0.966458797454834
93.32352941176471,247.41176470588235,90,245,97,251,0.869896411895752
92.97222222222223,343.0833333333333,90,340,97,347,0.9523654580116272
93.2,416.925,90,414,97,421,0.9462646245956421
93.0,436.0,90,433,97,440,0.9474816918373108
92.5,455.2142857142857,90,453,96,459,0.9233456254005432
93.25925925925925,4.592592592592593,91,2,97,8,0.9084020256996155
94.09375,23.21875,91,20,98,27,0.9553061127662659
93.42857142857143,62.22857142857143,91,59,97,66,0.9582822322845459
93.42857142857143,80.22857142857143,91,77,97,84,0.9413726925849915
93.63333333333334,264.6333333333333,91,262,97,268,0.9440816640853882
93.5,285.1666666666667,91,282,97,289,0.9376338720321655
93.0,305.5,91,303,96,309,0.9169642329216003
93.0,324.5,91,322,96,328,0.8889831900596619
93.83783783783784,361.4054054054054,91,358,98,365,0.9364580512046814
93.66666666666667,380.22222222222223,91,377,98,384,0.961237907409668
93.8,398.5,91,395,98,403,0.9519115090370178
92.95,473.9,91,472,96,477,0.7272152900695801
93.0,492.2916666666667,91,490,96,496,0.8163450360298157
93.14285714285714,510.7142857142857,91,510,96,512,0.540865421295166
93.75,42.75,92,41,97,46,0.895325779914856
126.15384615384616,86.76923076923077,123,84,130,91,0.9471134543418884
125.42857142857143,198.22857142857143,123,195,129,202,0.9590762257575989
125.78571428571429,217.5,123,215,129,221,0.9015904068946838
125.70833333333333,236.0,123,234,129,239,0.818746030330658
125.58620689655173,460.7241379310345,123,458,129,464,0.9211586117744446
125.88571428571429,479.8857142857143,123,477,130,484,0.9448077082633972
126.3125,498.4375,123,496,130,502,0.9317689538002014
127.36842105263158,29.92105263157895,124,27,131,34,0.9344391226768494
126.61764705882354,68.1470588235294,124,65,130,72,0.9063155651092529
126.42857142857143,104.22857142857143,124,101,130,108,0.9209541082382202
126.87179487179488,141.12820512820514,124,138,131,145,0.951992928981781
126.83333333333333,159.80555555555554,124,157,131,164,0.9467374682426453
126.65789473684211,179.05263157894737,124,176,131,183,0.9131484627723694
126.8157894736842,254.68421052631578,124,252,131,259,0.9158772230148315
126.75675675675676,273.7567567567568,124,271,131,278,0.8912789821624756
126.54054054054055,310.9189189189189,124,308,130,315,0.932282030582428
127.29411764705883,329.5,124,327,131,333,0.9508799314498901
126.91891891891892,367.4594594594595,124,365,131,371,0.9521105885505676
127.2,404.925,124,402,131,409,0.9626764059066772
127.2439024390244,424.0,124,421,131,428,0.9739006161689758
127.13513513513513,442.2972972972973,124,439,131,446,0.9335860013961792
127.0909090909091,49.09090909090909,125,47,130,52,0.9049655795097351
127.0,122.0,125,120,130,125,0.938381016254425
127.79411764705883,290.9117647058824,125,288,132,295,0.9125189185142517
127.6,348.04,125,346,131,351,0.8433018922805786
127.45945945945945,385.9189189189189,125,383,131,390,0.9547329545021057
128.29166666666666,10.0,126,8,132,13,0.9354594945907593
144.5,41.0,143,40,147,43,0.5454311370849609
159.93333333333334,221.55555555555554,157,218,164,226,0.9409878849983215
161.0,72.24242424242425,158,69,165,76,0.9358624815940857
161.28205128205127,89.8974358974359,158,87,165,94,0.9346852898597717
161.14634146341464,166.14634146341464,158,163,165,170,0.9476107954978943
160.5,239.5,158,237,164,243,0.899307131767273
161.17142857142858,259.0,158,256,165,263,0.8600908517837524
161.06060606060606,277.42424242424244,158,275,165,281,0.9213112592697144
160.7058823529412,295.5,158,293,165,299,0.9545021653175354
161.0,315.0,158,312,165,319,0.8990260362625122
